timestamp,power_W,voltage_V,current_A,power_factor,temperature_C,humidity_%
2025-02-24 20:44:52.113561,0.3308704285481006,234.85402831688918,0.0013978878568139032,0.9150601007407181,16.150071332015614,34.57493427693854
2025-02-24 20:45:52.113561,2.3245128230600884,230.0466908877398,0.009816812609989498,0.8500947861048695,22.066307440866538,54.16396877935539
2025-02-24 20:46:52.113561,0.5352570862967664,230.77351660244346,0.0022915766404809686,0.9405741352379924,22.24849617230274,50.263001092206025
2025-02-24 20:47:52.113561,2.1273436297172577,212.850489599198,0.009698031556195025,0.919860317467601,23.228894313022334,63.26054544738534
2025-02-24 20:48:52.113561,1.4501515347034952,216.6004497268758,0.006174796501452345,0.8447769361598273,32.713557477550665,79.21304357027705
2025-02-24 20:49:52.113561,0.5588028806442439,228.35472739966747,0.0023496613738729663,0.9833049803586186,23.02165461280761,43.85554005657809
2025-02-24 20:50:52.113561,0.7983718762614982,224.49934729086925,0.003564435991453446,0.9258077629528891,34.03627540360333,48.55115658329808
2025-02-24 20:51:52.113561,1.6026327581974602,233.275144357531,0.0073162067348553515,0.8587747306384361,18.711865128944073,34.20813026497319
2025-02-24 20:52:52.113561,1.3200701203001348,226.04132841221536,0.0056495306279528016,0.9292070018820268,19.781503969637782,36.749447811522906
2025-02-24 20:53:52.113561,0.8347665542483226,235.79189826455126,0.0035964087608699154,0.9061131349923401,31.553289156206393,35.260408676781466
2025-02-24 20:54:52.113561,2.0293750949711065,237.89338233671103,0.008984239831239272,0.9437063224502436,22.08588631380706,36.46084783344647
2025-02-24 20:55:52.113561,2.351293859440101,213.8632154628833,0.009853019977588532,0.9052891839899188,26.436132500855347,74.65576456932227
2025-02-24 20:56:52.113561,0.8396147809438926,229.6224375054073,0.003814576501097559,0.8475961359211868,21.668404619311953,55.14823760408252
2025-02-24 20:57:52.113561,0.5834175273938681,238.90757105876264,0.0027365696142288573,0.8818048831637543,31.02518920896323,56.29722763564894
2025-02-24 20:58:52.113561,0.481726969792514,215.25134906443836,0.0020088150098367527,0.8376865978316298,34.10790207407325,31.38830149480988
2025-02-24 20:59:52.113561,1.7409498725033532,216.49769890339917,0.007817073569260986,0.9694239203570137,28.605406531356213,40.97777128553125
2025-02-24 21:00:52.113561,1.5065268386621158,234.2719076079474,0.006872601288975408,0.9743894959172905,19.595375973904645,78.36153102714093
2025-02-24 21:01:52.113561,1.6241584319604487,214.2107762885793,0.007041517414717732,0.8960288508746096,15.747382249482808,54.06214741015475
